msno,churn_proba,risk_tier,rank
KfqVypMCbiemuEuh7KnhDN0ct8VPVdmujTaaKXV1JiQ=,0.998436,high,2521
WLhzImx8Afs+CDJVbALVAL190g4dd4uxNepH397rQng=,0.998436,high,2522
fFdaHP19bjVkPa4231qTdSBK2Xqc3HNBCwPu+/4mjT0=,0.998436,high,2523
3SYnJrAGncM7tL5lJanN2qoL8XWjKVgpU726iUtMbrU=,0.998435,high,2524
CU+cBBq1y6pWioeXSbnzg6/JnvklyT7fyuZPQnaCiqE=,0.998435,high,2525
BrHAofI6Wj2uldy81o7BhN0vrWXbvFE1xlBX1i7WLKs=,0.998433,high,2526
X0nKLBWUndIWinUqn2iXKBlDSBVj7aS5DMMbTxIt+44=,0.998433,high,2527
40pFj3E9N6byxhACpEDMyr76KZsNMTAF4MJDUmEP/Gs=,0.998433,high,2528
S3Ds48AQsynSGts6PoRGDV4n5dejrRw5HNAx0cGWLog=,0.998433,high,2529
axf+KaSQ78ndb7IJmn5TIh7wG7SHjS1JIA7CbiBV550=,0.998432,high,2530
r3kLphmxBUCl2P4RnBAbxT/2DddzGDHjWcI6F+i4G2U=,0.998432,high,2531
rbt4ZlN4P/eDPDhOJMYmLplQSjEVMiAE5HDydlFYo6E=,0.998432,high,2532
jMofcZWLnoolwzOB/YJad8Ifc1P+AANfbdVmsReAcWc=,0.998431,high,2533
QC4CtZ80ZMhjjOgc5GgBmSjXLI04OeHKWz7iTVcm43Q=,0.99843,high,2534
vk7rDOFKaywS6dEXlTJMxnJ0nGHYJtpscig1Zl07s+s=,0.99843,high,2535
D+YYAG3DgbfWITShOyX4QZpNVHI2h5SsgOkjji5Y0IA=,0.99843,high,2536
3rc69SHvdqGemdB+NwE5p7cGQiZsvjB0ZKhVNcrOEco=,0.998429,high,2537
XEHdUSRGO0BtWogzmU6yizZcMKV+t31w/zxzg6/N1Z0=,0.998429,high,2538
9ceRxo3fXEEYmSpNiIpoeunTUnNHg+jip/yGT5Jregg=,0.998429,high,2539
hjpjDI+thVaeezed9Pg4Q7FTD6Nabn41b0J7tHuj9XI=,0.998428,high,2540
9Ep6xOJ+npIPwUSNKoKIH2AxAgVZdssUC/xrUkuqTdQ=,0.998427,high,2541
bRb9oTRMmknBkExBYb7PxNmeaAXNP7qmT5OpEkWdW68=,0.998427,high,2542
MbFWYO+F+qwkm3saVWY/HF2u2HkHclyFkJ1OwIBz7BE=,0.998427,high,2543
dUMiL11Uj1whF6C0EimlijC9/qnTbafw9mCerdF3mPg=,0.998427,high,2544
Cb0Z7ateyNPXqNoOdUC0rjSfKhicLCFtysF7V30GlIg=,0.998426,high,2545
Rjq0smRoTCWHK6yFxc5a/Fhy3sMus7PTK9vTPBTvQWk=,0.998426,high,2546
EX6b6mBlcbpW4a1KBDKZ6iZmXkOVqUFWcQV2ggx0j30=,0.998426,high,2547
zDDhNMGCN/9a535x94z2yGMYpU3ueBsES4Sn2rAgXog=,0.998426,high,2548
aVJWfzAkVSaB9tbgCo7yUuJeiNyPhT30UlUyQ9yBLu0=,0.998426,high,2549
Ay9s4MB5gqn/qXV/t1Znfqc8CZ8qHHA/6/DKWXRkfIM=,0.998425,high,2550
OeSA8n+Hv5Dmu3lv1NR56AfRI3rte38QsSOswW4OGvY=,0.998424,high,2551
rP3T0j848C/w8HpML7SQQBzi8DsaM4yxeY/S7OssSGM=,0.998423,high,2552
qJYcIuY2Sk2xOgPXb9tKwyVoO62wGDpOyfU9HIoh1Eg=,0.998423,high,2553
KQ3L7ClXqKCz8hcoKpgj/EhqFUA0TwnzzukpExwPOvo=,0.998421,high,2554
EMadw3D2hwqm5USKuBFoeo/UCgcEQ/gRJCUwtnOkda4=,0.99842,high,2555
ZagFXYIca9uV4QOaGzLEPq6P4DeiRrAFLpdfNJWlUnU=,0.998419,high,2556
eXrtIA6Yr16K9e7NFWfUqx9FyXkB6sjG9oaedhg+hTU=,0.998419,high,2557
dKUYOM+PZpm/V5GEygqqIlTsUhFH5bxsGCuRv/GrObU=,0.998419,high,2558
/vo0XEasBK4DfN6uheVyhwkTpsaJBdLsIExusLTH3LM=,0.998418,high,2559
inRy+N1Jqx5UaRQ7gOydMU3ZBhMrh4yJXLl1V2s+494=,0.998418,high,2560
tpt0aMp3laAUjELJcZ3x7aU9l35HXi2AxG2jbeLvt6M=,0.998417,high,2561
fjz2+OAMfC2iXQNCmR06CH8/33z6kTCTlmpPtzEedZw=,0.998416,high,2562
L2EMaOM+so1Y596UPAPF4wvJ9rCd3/y60gDp4xrr27o=,0.998416,high,2563
ZrDh8rK3w2Qrm9mKl/T4nSgPHIrnd6PMkEHXCg+IABU=,0.998415,high,2564
sDp2gZByuHhdJf/bLl7UCWcujTrXONlR2Y98NjP/hSU=,0.998414,high,2565
0Mr3HYBEsOSntWuuDhhGJSz72i4j3L4ddefombJC6rg=,0.998414,high,2566
1yG1F6eL139wNeewu1W741oID8EplyrY92PAUEcsUgs=,0.998413,high,2567
JeA/Yw5mX+1EJmxbqX2kU25f2CIA1ZTaSu7sYibWjwA=,0.998412,high,2568
idKJRkZOWepWtMIKh2LfRQNxbRk0IutpJoZ1LtswwYU=,0.998412,high,2569
/wmCsGx+pppssysDSra7sC67JNnl+LOwd5S45HyPk8I=,0.998412,high,2570
KeUpdUbGQNi7TJuZj24no8NnPFKn3dnDYo6fPNd3Duo=,0.998411,high,2571
+ZEFQ6Tdmpv9G65ZiX9S2qtb5wZKGfnRSwuwphAevuI=,0.998411,high,2572
+D7AqgKxrhGrndz3VSZitNFObg4mhalkiRtXy2GmFkc=,0.998409,high,2573
nZuSRjvxkB3YO5UeQ1JZ0qRW3RyauJEFwDwRR0e7OIM=,0.998409,high,2574
zV/w07lPKkUGr5lYKDSJFWCc1oRleYV/dq26ITPpkos=,0.998409,high,2575
n4QQVC56oY/Si7vgnuuThwtYthg9NCEQm7t15A3zlSE=,0.998409,high,2576
+Zx0XCZJp5lCM6pQ1OorD5iWsS+S4N7KgJKgNhkPvvs=,0.998408,high,2577
ElheWTrGMWoGtaBC+J+gpKFZ5zCK/w5YSC6HFYhyuuM=,0.998408,high,2578
n77CknQgf305jynxME7YTEoXkYuJSMFRuQzjHPccRTI=,0.998407,high,2579
3sI6c1HV4+DjslexxlOODCBey0OkLbC2lgjqUJudzeU=,0.998406,high,2580
ifmZs2xDm6C2Xt55wLinWOu6GxGKmKeZ1s72/li7wk4=,0.998406,high,2581
zrnGD70CPwZCeHnx0+wLv1QT7EK8n+0tVSPHxad1XXA=,0.998406,high,2582
BICLjWz0Ale0oxWQFtFt3y9j9zNKxiH4nff0CA0kkG8=,0.998406,high,2583
8+z9XxVHZiun6BEiOrf/MchhW48dm13R4Dw6q1Z62ic=,0.998406,high,2584
suz1FR5KrIohEBb4Li+Q1LbkQ+SsR7jHBuD1jNq7GxQ=,0.998406,high,2585
/0pzfHub99DMhXCkzRvAmvq1Pk8WwTi2LIo/lko1vZg=,0.998404,high,2586
FegjCmKOtFGx56Fx/9MO0ZFkm109/KTbUX/ukXFAvV8=,0.998402,high,2587
2LFRU91jF7XtRqEmVc1hqU2QOnmOZf8JYame4B/auqw=,0.998401,high,2588
iRooA91+LlbF+WCXU4/1RFHSk5FlN4W7UZM7xwjhO84=,0.998401,high,2589
4RY7SyeXuE3lOMT0ocXigBdLAX7XN3qv8Nb7nuvGpVk=,0.9984,high,2590
gPhQ6KgXM7p+uUHKfPb9qorfjGZuh5Kg+finxgZAW50=,0.9984,high,2591
DF3NZJU/pNXS7mCUQApPCIoIgas89qQhaAzTr3+1OTQ=,0.9984,high,2592
nEhlzkpQvy7BmLcbWsFSm4bsGaKfIQfVeOXqWfCeeCo=,0.998399,high,2593
U/Eqr3VgCjme1ODF/05z/rfLCv8ZLCna0SgtVJfusGM=,0.998399,high,2594
mp5Iin1K134sPGwEd2PudlwhYONWVcgxxuHmr2c6gGY=,0.998399,high,2595
/PB83C9glL91OoKD1dG75MN7+kj9rfUmlPAFziiCprg=,0.998398,high,2596
1jZeMvCV80lipBXBdrsxCdQ8ZV3yx02V4aBi2/n4KGE=,0.998397,high,2597
4qGli3m3xRE1Gs9cjVbZpOC4mwamvRG9++4X7iPaF+I=,0.998397,high,2598
D4J1qOsdy1GeDkDGQQSyvo7ls6hq548yFY/hr+nIo8A=,0.998397,high,2599
jhMUzej1PY4BGxHb1im0iYlq/6hL2QXUfr7/YIAgcqs=,0.998397,high,2600
kiXL0PGM8w9pB4U5GyK9fF7YzjTyudEzTJWGmava2CQ=,0.998395,high,2601
tG94T63sr2KHDjsv5vEh9zey4yVxXjecW8eGMWGmin0=,0.998395,high,2602
2dekfmnQ+IWsgf1klOIqy3JY6kdNR9yW9Ux08zUk4dI=,0.998395,high,2603
fZ1AanYMGcUrkFX+WD08HkNdoEHoOH94lAvoWUHc50Y=,0.998395,high,2604
F2O71OtJ9+5D46CF9YQhww4d4Aqa5y5lHaWcDCad5bM=,0.998394,high,2605
KxcYhg/G6nssFYcsTxE21DtqxLQG3t5V75AgkhiltbE=,0.998393,high,2606
BHXrb5/sHuQ9dazzwb8KaV5WKf3u58EOHpGXpGNP/cA=,0.998392,high,2607
gRIqKzFcl6iAo5WjDIZdgLoA3LYS6zlRCzuTZusHF3U=,0.998392,high,2608
gWyC2u/HLl3JOa0FPPD0eQR1r+1/zoe/FaQayENqSVM=,0.998391,high,2609
QGVbOXNAHDpgUeuEqeo7/tZIa0AQl8Dk2pK13dqGfpY=,0.998391,high,2610
y9gj1EEAjfFzrtltEKukXhPW/NpXgzUWh+kJF6lkD8w=,0.998391,high,2611
SnAvqSBGG/P7r2Q/x61yXCXDf2dX34r9uqVylkQChqw=,0.998391,high,2612
xSCDEO4yXeOoU4A8KzLQiSYVZiEvLoncHGuE2wZE16A=,0.998389,high,2613
+bDVQI739UHQY69xhWvUJ1XsA62/ZU8TqhNGdLC0DOg=,0.998389,high,2614
HQ75hNcpkv7BQkem+h0HWn5dx8JkAtKWaDVC4Ws6Z28=,0.998388,high,2615
E6ND/Z9r4AC+1gxB4MALlFaeW/fcRcKSBgf5bUtMmVY=,0.998388,high,2616
k++oL2fL4JFyvJNefySh1soFrW/KhxXStSCOGtbIT/g=,0.998388,high,2617
pPSP6O7v85Mkp05d3JgGA44s25YuiW4RXEBHLXpoH+Q=,0.998388,high,2618
80NVUIKR1tL543IRbdPau0P1iE+7OuEVz/iePbFJYo8=,0.998388,high,2619
mKNWfrabsIsAb6Pje5TSncf9WMp5l8EJ3dr3GOUoAaI=,0.998388,high,2620
3pQo7SXxsHSha80vHELl55Iqp/brMIOQiEaPqqrQAgs=,0.998387,high,2621
0qfSVmARksZUK3Fi25kIhS71WGBJ7I8JZBTDecLitZ8=,0.998387,high,2622
VMywuyeZIdFl4vJ6lV/H2gNGRvOE2JM3xYy1JtPbIVA=,0.998387,high,2623
rjuBp7WtR659D1tg1GFtcXWun32UpYkvqv5iAuHYtLE=,0.998386,high,2624
Ysi/MJGYH0gWxtT4xO0imlNkIXF40vfJDB+Wcg13ctA=,0.998386,high,2625
delh/z8YrqHIQWtzbQF8TU4dNaX4IXQgvkFYLwCuUAQ=,0.998386,high,2626
gUJAWOMfRoFA8gCz0vGc8FBLeBoGNpejxfDWvvqxD94=,0.998385,high,2627
1e1lkZq0TldAALFVdHQZk7T76natVURSaHrgfUaNmMw=,0.998384,high,2628
npowJPyQV46BE0VlK8d/5mR8MV7EHiDEC6NBzA33/dM=,0.998384,high,2629
gQP6KT+CGfFnDGTyb9ZXPyo41b+Yz+lRFzo4tdy0z2M=,0.998384,high,2630
EMgFPsPiV5r59gys8LjOjdumelbr1//Cn/YFfOZK9Ew=,0.998383,high,2631
RVuxB2aj/1MQRblhPzJWZoV2mf/Y4FLg4BSY4f5SUcQ=,0.998383,high,2632
3Eu25nu/7i6dhvBlk9JvKM3CueK1QtzTpDRFEsZTSnw=,0.998383,high,2633
xl/WGeBFvqbzJDTU75Tphoxq7NZCdIiLFdvm31tmN5Q=,0.998382,high,2634
3joXo6bUamoVtgsbHBUAgLNTuFxY/PAxOdRgfyK2aRI=,0.998382,high,2635
P4EjSodBizdalNS0zSv/F5sCgzH0+5D/YaNkpwAAbho=,0.998382,high,2636
0O9ugvfFiXQRb8h8Hg/qHtMw5UKlK0cXQ8SmVcamnXk=,0.99838,high,2637
k/YFXQ2AO1AuBMzPy06AhqqsT0Unuc+BH2/XI9BTTXY=,0.99838,high,2638
iPuM7yN7c0VVtX8RYa+pxp6ZdtqX3furQAU/ui+nXkM=,0.99838,high,2639
bqeDBcjapdJ34t8wDAFaBMjmfj5GMhzD/xshucPxdIM=,0.998379,high,2640
KF4eZ6FqNSUCOIo2hcwjIYJpEm9VUUYHDBktrRxM78A=,0.998378,high,2641
OCawOb6IQGQAJOTuZavMOBK8oUwsBPjPuFJT1ofhMpw=,0.998377,high,2642
XhjQN5+AVVZfoPmFSXHTpSaP8JGD48Q1N45MiEfwNwg=,0.998376,high,2643
iugBeZ55l3iBBsrqMg1EEAnSlHvWosm5hu5UTcD1a3c=,0.998376,high,2644
23pTps+uwQ4jQSJjV4T6dv0AR9VxdeXqjNADoSqzGSs=,0.998375,high,2645
gTaPZaFW+EwMaW/+xRv4udVkKI4rjR3qk1hiz2z+a7I=,0.998375,high,2646
gN+gGTG2wj4SYiYYixPXCqTJQVL8MBSJIQUpsxiqym4=,0.998375,high,2647
Kl9qqPlf/q6+yMLjYM4XNx0b5u82Q2Yl7UVm/LdUOic=,0.998374,high,2648
kW/Q4U1b6g+TMcm+ELzyTh1jevdyizxVwnLTLx0qXmw=,0.998374,high,2649
sjdwhwLs8BiFRn8re3bN3S76hdIsMx0XEBRou+CX40g=,0.998374,high,2650
2IZwkxx2+q3SLLUBqD0zaLEvisC+bwL2LZxKXlrN53c=,0.998374,high,2651
LrrVx7awV3cpBOS5HBXV+wN8ltWr7Agqvm5dyYsIOrI=,0.998373,high,2652
RR1F9+EwIhPTJoDde0xO+C7tmli+LlcIPDbI8KsGTp0=,0.998372,high,2653
rkjEl4At1Rv72h3EtCoQj24fovBqmbWliwScEiUlkZ4=,0.998372,high,2654
YmcWXzHOAXu/c8BpZxiFM1VNwVzMFkaF65iez+23WJU=,0.998372,high,2655
kZaRpzhpvXlrPq38RWv7hhRoCH/IxxjHN8jod4rE8qw=,0.998371,high,2656
qVeiib2kSGA2EBPGur0ZSrFm0kwB9+Jvo2o49kBtmPs=,0.998369,high,2657
9JwlHRbXbQ/Jhq/oHU9QlOENV89L9oGAG33yv39hvKM=,0.998369,high,2658
3pNv/V4YiCmVSjLzZt/g1h0FGQHKFf4NHp2rDM73IKs=,0.998368,high,2659
NEwxVUzFLck9R35xBaPGjJBEjCuySVTyR2ExZ+Me/rk=,0.998367,high,2660
c5MuDBPFtxh53eYk2nRUQHD/v78pXG+BKeOPSF6PHVE=,0.998366,high,2661
g/8UfqlbBtdhBA98Todeb4pJXLCye28quICmd8sSKx4=,0.998366,high,2662
T9H8DjD72JfFbiqWnPDFmhbSOc99Ro3DTYu1IvgHWwk=,0.998365,high,2663
OVxjpwJ0oi38jKjGYI7JA8Xm6jAllmt5wHFleJb5Wg8=,0.998365,high,2664
jFAV82/iIXQLavgefZASq/mqKJMGpueNnt5gNtM47Hk=,0.998365,high,2665
7KXIQtiNxZoGXVbAAZe4FOyByGMSit9Kx3AjT7s9Rp4=,0.998364,high,2666
YkuHseCk44k8HBM4cHBhK9zzE+3iykLfwf16q9FrZQI=,0.998363,high,2667
IUG4rCF7Ji7vQ4FAoFWoW2aPSZ1d6wLVSwfmpIM7On4=,0.998362,high,2668
T/ddWImYII0hdi0dvJx+gDliAUYOJgYCnAGcmfHozN8=,0.998362,high,2669
OAU81tXeHbQbxIuOomQbjnwByFqp04J6L7APQ+m4tUI=,0.998361,high,2670
37RBqis4ijvQjYA0IAV3NVjEkM2wVgtKvboMugaUp0U=,0.998361,high,2671
XV+b0+JZ/oLIAiOVcxMNEO2Gm2D4pWYGsp3Q4scB9mo=,0.998361,high,2672
xtVJ2q2hFxuaKUyFWrZtzNMCgQqEKKpdC4jKRTMOLWg=,0.99836,high,2673
+Gcna77dxoHOCOTKOldeIwSehwzGPS/rMcRrjlWxveY=,0.99836,high,2674
FRL3QUyK9McAOpWA9B6vI/fNyhioG9Bij0QJswWD7vI=,0.99836,high,2675
DWE4KETMSU97nQ0L9KUl9uo0mDMDa5JrVVQA9yl0l6E=,0.998358,high,2676
tOQ+OCByPjhV9eGGNS4f/V1VZg0xmF42wcz7q7rrsr4=,0.998358,high,2677
qNhxE+X7uyzaE2Tl16RTSCX3a2aBmSvnI0Kdv3tPHk4=,0.998358,high,2678
b3GLciRb5Glli/LgnOPWx7nYXzl7szsAL+XtdPbH3oc=,0.998357,high,2679
nhVGOu3xrD+8RcI2R39DUTkKPsgRr6rdIn51iOrkopU=,0.998356,high,2680
FSiJn/o2ApF0/HGaE98JIJD4+yNPu7IqMOHy0Czk5Ic=,0.998354,high,2681
uBoIsV6/+j3IqNqZwn7sIzJOkMXGypRmjUToUJM3u8o=,0.998351,high,2682
wap+0XiSGrCAD9vnGjYxOxB59LwuePgwp8wVS2q7NT4=,0.998349,high,2683
hOsCkZN0WyJzoiognzqe8nZ/GW10dcsmBWoGu/NPEeQ=,0.998349,high,2684
8mcsxMRYlmv85iPSPYfznDAX1YBMBZDeHvdF+OCuvcw=,0.998348,high,2685
wHMLlnqMoe34st8ZQIDwZDmEDnqL3ENzof1tcftNE2U=,0.998347,high,2686
R/AQrznkJWMRyhk6JBcSni6iCfgHpttW7FcFEwke0uw=,0.998347,high,2687
kq4U8BMYHkdGsm3+2kEaSMcSsKaI9eqGDhb3ay8UGfU=,0.998347,high,2688
MyFjuWH2iJfWc6kDmvc9ocgqqEcshjTYwkskvIk8ICg=,0.998346,high,2689
8H93YRW3T3EWUi23rpA5Ghg3NXpWYDPUZy8uSlerxVQ=,0.998346,high,2690
NKKgvIjEmYl5oVlYxsda4RMHRZEwPWGREpPbMrtfBOo=,0.998346,high,2691
na9+JZAFhckLcEzSvju19bWa6Ohs4Wzh9GYvAfETNU4=,0.998345,high,2692
dvz0lcSn1RQb7iFsXxmhO/nRXj9FDEbIwiqUfM5ac+E=,0.998344,high,2693
gYPyJvqCft7L6/7a+BmAoEWgJr9Yjc2AWdg/v8IPyG0=,0.998343,high,2694
9rVQhknFned1SKYbHoB/4ktlJVP4yZfjzoQ+z25IDN0=,0.998342,high,2695
ACUiCo4lF0i0lxOeTJdATo8bCUBMwANd7w5dJXCTbig=,0.998342,high,2696
MYgguokqi7UVzfN0nLXUB7wa7ymtZzLltBejc9s16NA=,0.998342,high,2697
WGFwdGyrQ2mEYc4YCT3W7xOUg6kCwmT4jBN33SK6DeU=,0.998342,high,2698
IWhCGSKuLvZLcyqBvzvCh5A3I2W+LNZMsSbDYLV41jI=,0.998341,high,2699
uRYHHAwOMIQZ4Rl+FZmt1AjZZqVRh2GDgnJSBFSUUtw=,0.998341,high,2700
wFa16w/nkd0qdgSIG17lz2quxVaf/IYTbH02raLOTWU=,0.99834,high,2701
Gq2fgJL5ZFddMlVzLKu4txuUtZ0AViyhhzzCkF6Emmk=,0.998339,high,2702
5JD3tRSL9U6xZmEGlqZnxQN7dzkmqu2hHqOAYMwNLUA=,0.998339,high,2703
4O1gr9aHax2JKcwekIgLmaGmA7rTaWIiGY4SCHKCco4=,0.998339,high,2704
Q2xJ6xe1/8LmztddC2taDeXbns7yQDs9KJ3UOBAeOzk=,0.998339,high,2705
eFmyygUGz4ywCau3fSqcH+IVl8JovkGMnLuO7ksrHxk=,0.998339,high,2706
ZNS+GCUxI+Kc5p//+DEXnEIA/skTsiau+MEM/UOiTP0=,0.998338,high,2707
AkeJP99QCLg2d/FSQZf7DmfumvehfQYkCMZ4P6ImD48=,0.998338,high,2708
mhETzKBvbw6uVHfUYxFCQK0TbcKogGYjE10Sp2LPk+Y=,0.998338,high,2709
ASo2bYFhRu39vuKHM6d65ByxVa4YPCFmnEJ0ZLseAz4=,0.998338,high,2710
vTOf5kDKvp9BM8CtdS1c+kC8AvXmnebD5TVRQBqooSg=,0.998338,high,2711
DYSDK7ZfucCfxhrFOv+EZQ/mePGCWnFwwU9uXbQpn2Q=,0.998337,high,2712
eDFpTTbubLPvSoUdJVe6qZG8L1F1ie9j/XxEHCIpOKo=,0.998337,high,2713
BTIuNVXQRP8cNEBKBaqPxXR+tfO8gTGYrjGPDh8byDQ=,0.998335,high,2714
HI1yDUbPUf9rAb4KtUoW6e85qI6CscpoHLSZFBnepOs=,0.998335,high,2715
eKPZpBW5YkG7gZ/ZZg86Wp/I3N0GB/a/7beQwMo37n4=,0.998335,high,2716
Bz5XmeC8JzqQACg1oJmYtiIUXME39I+i1lfowE7K6mA=,0.998334,high,2717
Y2EUDwrvxWF9H/2DryUJgSBaA5fZ7af+uL/8I4pB08s=,0.998334,high,2718
DmgKBJtmu4sY1z//dKEqVexrTm35J9UWrE5g0gEqxEw=,0.998334,high,2719
qd06n+lC/VTa/c4L4DcGQbC6fRjWV8nqJd9I8erL4zI=,0.998334,high,2720
g9eTzvKKML01wcciuSk7p7z6bwIOdXg26hTkk0TX0b0=,0.998331,high,2721
WacnekC/f5U+rM+dYedVYTLnZgQyaii4fmhxZVfwRrI=,0.998331,high,2722
ittNu0/HG1tgv93CV/FhLbXppB1W6Q389D80yu5Yqsc=,0.99833,high,2723
zJnoHFyJyHThRr0W97ae0jQiIpzU2zRn40o0xsByvcI=,0.99833,high,2724
YUW3tC/FGIJpr+TqJdYxvFacHMniamddVbuTCpoJf7s=,0.99833,high,2725
kyyLEYoAhaTP9muUkByCER+2l+msb9LM9wtM/sRtfCE=,0.998329,high,2726
cRdiKTK+w7wqsxFo7sjxwG9wlVpWmZPI8d7CKbRYhp4=,0.998328,high,2727
JJO13lbuwZg83czLM2iq8To/nim66ZqN+iepXKbRSdA=,0.998327,high,2728
ZQkY9nCOtiVuIyLUI6VG6tO9SbJdPS31feyClDuLD/Q=,0.998327,high,2729
KDq2kq3yA1wiRA7M92nIyvWgIX+ibvVvV5WyU3Xdk1k=,0.998326,high,2730
KvKwy+rda/9vG+In+O2e50GuE/DpN/DlCGKGxNf3Dy8=,0.998326,high,2731
N5blGUkmBPni/iw4b9PMDLcAXt0xHnMbwq+4qV1zilU=,0.998325,high,2732
l2VjM+uGvPse+lmHLsiPSAHk3yAL3hzgG/y8+pG8N4g=,0.998325,high,2733
eeM4ukfaHfvSg7sBAYCft05hQGiuiM24tNmXQFmsLQE=,0.998324,high,2734
sXwSN30IhXQuefBJWagAv7aD85tu5OMsxGx0Csg5GKk=,0.998323,high,2735
pFmTydtXdSSw+JmWV1crS29vReTjvaWBQtgb9wSn048=,0.998323,high,2736
vjHZRzqG7zRBPbVxNmHN2KAMCfhfHactLiJSInYU6as=,0.998323,high,2737
F4SZeYjwlKBcIKAHOgVJnpUWP/BJhHpOSGbWydkS3uY=,0.998319,high,2738
KeoQSuZqueVPU2vfnLMhbqwlOa1R1Y89wUJN33NbkxI=,0.998318,high,2739
QOl1WHXgNe9fiyJVsffOh0reeHiI8iTuU+1kNL5JKRM=,0.998318,high,2740
bMW0NNeem3lnfxh2V+t/weSyanNRly/muLpfb7OMFRM=,0.998318,high,2741
Wx3THsc0rl+kna0ixbUD3508ala2GeLbvGkJijZEDyY=,0.998318,high,2742
em82RhOKx5mdQPfY+eRVF//K99B0RZlBcjalfCbARZY=,0.998318,high,2743
NOvyi49a7NrM1LuaC0IPmLI1tfWbisikfymNwuTzceY=,0.998318,high,2744
ntY3bg8cZqe4s9ewcfHkOnHr7sUXHukFaJrMqx4C3RQ=,0.998317,high,2745
oZyJmiPjqIeRQtLSMia3/xhvpxHBBULybFju3xMNpIY=,0.998316,high,2746
CTU+Alt/21TTqJYEuTyurKwJnmc9WvqoOIuBD+ywuMo=,0.998316,high,2747
CvcP5B2LmTE2hFloIHYBnGnYTymQ+ICrrfaxbfwN6P4=,0.998315,high,2748
4g5VNbizu8Eo8uGBEyetrJdVtJkpoFNxJbCDtJvIdBE=,0.998315,high,2749
S5kHf7bsoclZBdErTXGW1FiBycDPHd533/rDRNK8QKc=,0.998314,high,2750
j348SvSlTYPAcfMCNr4nzKS5DWeDOZ8foo8Y76Fnx5c=,0.998313,high,2751
RWof38im/lL9bwyBSRnLljf1bgM+QZ9W6bzEG8wc4PI=,0.998312,high,2752
UFwlhdu6zKfMzDwxFd1VqU6Hse/nFxsYcs1H8KQ6XIw=,0.998312,high,2753
984/GVPLz859Z/3OvYMVMWuToc/k8XV5gYIreEx09yI=,0.998312,high,2754
Shs4NzDUVYjIkMbcmlcebX59+vVdzL39fzEpvaX/UQ0=,0.998312,high,2755
CAnFERsKzy6ZFRdgoRnM1lOGg9PwWiHTOs4N3n0azL4=,0.998312,high,2756
CwGJEWtgIo9crkejHJgvjESCoLhU3qmvQLSCS2/74F0=,0.998311,high,2757
V/JKIw9F5Tw9NDeawgirwWTAJg0R88iHQgKoOvmMbFA=,0.998311,high,2758
JlH082JU38W6qlahC/TDmHCvpBPTV3tBhBxbdHvPeMg=,0.99831,high,2759
ge1sRruTZfXSGYezADVNkmEIqeS2CGEO/RrG67zZX0U=,0.99831,high,2760
nknjdAFI8NXPGcbmR1LK5HIs3ywvBBWOOw9IY7MuUug=,0.99831,high,2761
VnCjzJiBp2wfHIrgWA3ZvjqvyNYckvCS8uyp6Pd0Kyc=,0.99831,high,2762
pjvVJmn63b8ztYN8dVsoCBBZERKMl7KLtMZPVngI5LM=,0.998309,high,2763
Hn+o35KB7INAqnczqusEazLItM34tWKCbTs4+68l6jo=,0.998309,high,2764
3+Ail+z/2XQaqeNWyemWCZIufH5MmfBTWlGEGAX2TjY=,0.998308,high,2765
zYutQKjvNvTeECEuqoanqjsuK1AX9cK1T7OPZ2BNcPk=,0.998308,high,2766
6ec4ptT4JszcM6Uv1pWVCdnLCVOrs/Asmek5VSsq8XY=,0.998307,high,2767
bD2TEg1Pd33C0qIvhiNYuoNfure0rjxDuZuYmuyrV8k=,0.998307,high,2768
8ZP7CzOOim/5cyUXz4qBPkyfoayGSyyXpGzrNvz57EU=,0.998307,high,2769
7dY6SItudncRSRwy+CdiwvBMV03RTrhXw/PSft4B/IA=,0.998307,high,2770
yBcOSS2qDLjmLbq49sHdIeGi7e6X0cDZmneItJ7g4XU=,0.998306,high,2771
xutKdZUAMgRFgUHbTgBe4gXEOjUkIVjGPUDXLSIG4ew=,0.998306,high,2772
CjQi3UeWPEBIc9MquXlnW96e1upZnFTIFY7QcOP5dMA=,0.998306,high,2773
LMRGvW4hi3MGzfXs49Unc79yChmnBB0lPStbu0Jvm0E=,0.998306,high,2774
HIlbsZd99yrXKiVggsalr8ZiRLCqkmYG8lhaLdqdDOE=,0.998306,high,2775
GSUPFO5Dce6EsAzMuQ+gHjEl06eR38fhge0GeycfsRU=,0.998305,high,2776
oFexw6qC/qjtFUgWmM1DG0VthaoVE2ZLE6kjObmQl10=,0.998305,high,2777
/nJ0qenIW7JIa2T4JKmUlu/3ep7954wkj27F/EahOJM=,0.998305,high,2778
jUylga6ol9+gauq/tDyeaB3C0SOnHd2tE+lPRyB4oVM=,0.998304,high,2779
BnkEY+KOwRyq6fts/LBNDZKcqEfSOM7VnNMw+1Yg3So=,0.998304,high,2780
PJqLz3yrHdZBhEQIWdNnOxpY3WEnEu9oDiHYQ/SMEco=,0.998303,high,2781
eF9QU00yU9NEPAEPNsdKr3gTWVqs6hSV5kY2hNZUIIE=,0.998302,high,2782
AciMGNgEOuPak9NI9OZjyxlpV8QB97O13zXSYSPr5Pw=,0.998302,high,2783
aaiH6UN89mQaor0yqXdS9TyQZoTlvAtNMjeKj9dVnak=,0.998302,high,2784
