msno,churn_proba,risk_tier,rank
9w6lyn8bD2pIacllnC9XkXbxWMHuj0gNKL8O1/jgrJU=,0.997627,high,4555
buK/G1gT4QIaaPvrQ2yt5X6toZ49GKPL0iMuQP/p+dw=,0.997626,high,4556
XXeNV4XeorhulJ6Bo+2ASNcfCNaZNHWyOGXRh95OVsc=,0.997626,high,4557
fNSEPdbyYHgcmAaun+EWrjE0BCZzOF59d59upFcjm3o=,0.997626,high,4558
t698oN1ShEqu6mVob5BMTFPf9ctxsWhylpS/InwzU0E=,0.997626,high,4559
glgizk3qGBj/pjm74DfOt3xtE0WOivBBIJF4h+Ptcnc=,0.997626,high,4560
UNdp6aulGoPdOVx/U3amE4nM5UA0FgvQKMAFluPJNaA=,0.997626,high,4561
lzxnMZ83FVwt7RX+74VfTgENAVaxmfI21qRlpU8d58c=,0.997625,high,4562
LtAxImExkdlfiGySkQjZ0aqLPmePPYHNAkdUtWRoVJ8=,0.997625,high,4563
PO/NngklAT/8hxb6z7IwTk4N2vf/nk2N/sGa2HAZnTA=,0.997625,high,4564
o717wx3Oihkj99bcMvv/XT97zBPLQfxCwdFAMQ1S6jo=,0.997624,high,4565
lm50Ol2F0E6fXfG2FbJbaOnJwyuQioZDnxNS2FxHBzk=,0.997624,high,4566
lYifWtlip4yYtJsKQ9151/wLuhXrcpu+8jXYbNIm32o=,0.997624,high,4567
MI6hgZnsybzmLRUrw6abS50rRzPORwEj3G7WjfljUCY=,0.997623,high,4568
mE3Ien8PmJzYjmvJgB4vKrOCmOpDgc4Q0XNixjRg3e8=,0.997623,high,4569
xtLFOI91yNeT7TdLVKP+nREM+NDpV5jj2XNbbKtYV+0=,0.997623,high,4570
QOUtrsAXyjjkf/QKClaXO10AhYVqH/2MapWbQF8eBiU=,0.997622,high,4571
6TGlYStgUXzrYrPs2+UFMJqNsULBRr0j9LyywEnpN28=,0.997622,high,4572
HQVcYYzhz0QPwcN2TpLKyLp4IfLU1fVDIGW0GViBQrA=,0.997622,high,4573
HNEUQHGdMI090Xo3h2f/RhB9y09TsqxHIEuE/rhUYqU=,0.997621,high,4574
Cb4ywYgas31T1sUm3zZHIL0a01GjWDat0jlCSNpDibY=,0.997621,high,4575
ffipP7qEndxBSud1v3D951BzSzhHx97DOd7Tnmrz/6s=,0.99762,high,4576
Dgd1t6xxKBX1dbNEpoJg/cWv3mCKgT10RXfxdhVGKzM=,0.997618,high,4577
vrDf70N/NEqmc1CuCUXYsYrZzOFtxGZ5Y/9FUWr3udM=,0.997618,high,4578
zjfAhNZM0Lq+SaHPbfVCJuXxWj86jeMAsC745w9cJ6k=,0.997617,high,4579
MAQ83VHlYGQ2jcxI4d5JFLL3vFo7SnKBye59YkIIOxE=,0.997616,high,4580
W2OydN9cMJenhu3C99iWYSo2bqZTw7ONjXVHBB/LmSo=,0.997615,high,4581
WiW07Xl1qP/7WgW1ttU5j7oXqtfTGzL8yCDnEIGfmKg=,0.997614,high,4582
L1aFAc6mKb+kxIGP9jd3M56rhDGJO2krgxjWkWNykew=,0.997614,high,4583
HO5NU9M8mKuDakbWBnSbiLx68RcMVjG6bO85N2R4yWQ=,0.997614,high,4584
dg1E5FEs2e2iU26wAoO3iA9m5Rhbw/+6OOhoqnYLl9Y=,0.997612,high,4585
Vm5YxAZU0PCv9hRXR/6AAfJ7nrOKeetHFW5xWtCp5Fk=,0.997612,high,4586
pZCC5RYczwd5Jv5Q/wsGNkqh3Vd9mAnX6Db7/mWHy0g=,0.997611,high,4587
s4MiVRUil93RcWiCFDrkTg+3JLVbCQJHNZQigu3lQ74=,0.997611,high,4588
9u1uNjPq7MFb4op0q7On8wvi61r4HoC37zDdKkuS5sg=,0.99761,high,4589
YnidB5iX4d2HswSnlcMvabsX5sPoFlVRYrQon8858go=,0.99761,high,4590
sHCeJzpjAhVXYdhiVdE5q0qxo/tj+HzWESV3aGUl1FU=,0.99761,high,4591
VJT1NdDtDmQBUDVpCsBe//Odqbrfa4dowmj4ntIxzO0=,0.99761,high,4592
ofgZXxYCwxJOXDFPRCShSE1g6/pp7cchodRuZMk7VPM=,0.997609,high,4593
zarItMqjTWnW/ae69meprtXtSVGH583/STiTimZKqtw=,0.997609,high,4594
vpFtUKnsZFny13sc2wF1hyvLY96/vU2voG+XGCBopio=,0.997608,high,4595
nDH4IWNqc/Wtgx6EfFFEqG2F4QBQkYwmgmdvVMNwPLw=,0.997607,high,4596
2BbWiedrb41uwuUsWiO5L1TIDMnGxH0fSgoLoVNxcn4=,0.997607,high,4597
m373kW6Ry/v/yb6ynDvbFIgru0dskVQ60bGqLo70huU=,0.997606,high,4598
Oy42BszjC714VxV81WoFSB3deA/2/51blW1LAZQVGw0=,0.997606,high,4599
hL5nXPnDiAOYHph/dYO/WbXhLddmrcoNMG9Z9bpTUbs=,0.997606,high,4600
k0h1oOI+DGbgJNjHah3BNee6gs3KzeaPC3HlfAK92pA=,0.997605,high,4601
A5FnUJ4azOewzxuVbEBNZrLFSaoIuF1ZtXBe0GfB1EY=,0.997605,high,4602
q0up1at/ascHbxo7iRePB4S2xTNoWVaqErLsRUVgsJY=,0.997603,high,4603
tWwAXyo3pEJZAn8RU2/3GifFpRfBYGN3QNLrHqTedKI=,0.997603,high,4604
/zvYQpm8plEPkrixn/UtxXdOC/lyJim9FL7JpBItiA4=,0.997602,high,4605
3OZz6DzL/3H9d1PCsAuKGLaFky7tzdhh96J+YTNSMpc=,0.997602,high,4606
3UI7CunXhyg3mjQcaGPDuIiwr4H8LQPKKwsBx1Rh1KU=,0.997602,high,4607
Mbqrdj32luTjJORqVxOi3Ilz/Onj+3Ci19WZgSnyh6Q=,0.997601,high,4608
u91tnT6v+kuDNko8FliCcyO5QKYaaE1pTdNPxJDTmO0=,0.9976,high,4609
8dXzppuUjealdrMsNlD+ldM3EnkhZ9g/O2dcOwqJKa4=,0.9976,high,4610
+UYcCpHpG0n7I68xPI8KESkt9jQfUCOx2M4cFFT4io4=,0.997599,high,4611
9BkAZc+2muUqA6NBSXCR9Lxfm5QRTt0pqpz0wAL7Imw=,0.997599,high,4612
AIKPJxV9z2WzFlc1yJgX5qw/ty9ds8Exax3EqTKVUZY=,0.997598,high,4613
1gjFJoaJWTMKlAEbiLUqXbAMZF9FoiFuKBUVH/nD5II=,0.997598,high,4614
3HK04wh8EjM0s1fmR147fnAIVqQ8etCYMQs17dAGvTo=,0.997597,high,4615
d+apKzMCQ6KsEHQYwP0Mi2pG2pN1xQzGrpvmQ8KBsrE=,0.997597,high,4616
TVjFcWTrmggnlJRwUHk2H2Fxo3HCBBamzqYCLAaO0rs=,0.997597,high,4617
j0bioxBUGwWerF64N6EhNjf9mLJPtg7V/N8HdPh3ZVQ=,0.997597,high,4618
iqp+/8hCAOfXSraFD/8YhHBQE30u6X1mP35WVztBFpg=,0.997596,high,4619
CGdNfHxqoHTNzgc1GtgWNGTGlf4JMq/epD7yO2CDbJ8=,0.997595,high,4620
pbU4z4+xib/wSZu+OxtKdqIDr+TCaTbucgHrUq1sC84=,0.997594,high,4621
FH7q22MUQ/IjjLd6N5KcsztIfPQggiAhPIEirQgS/Lo=,0.997594,high,4622
BdiIcOW0fDnSM0wOY+QoQws/x02B5KdBvfSX+Bj615Q=,0.997594,high,4623
LdkhTUpblxPtj/1UqJl9pfMFXHd7H0jt8G/8VimNNDs=,0.997594,high,4624
qouOV0KEup5S1IOM42G7A+alTef6d/8Koe1uU+P+7Yw=,0.997594,high,4625
NroPyGIXJVWkOF7Vjwn/dz+aa8bTTQwwQIib/yy/ghU=,0.997594,high,4626
yBGxb+1yNKZCrnmhWhZ6K19GaQy3Axiq4kq5hX2BwpY=,0.997593,high,4627
GKoAx/PX3Wz3hBP9EisUcIhQOX9+OnHOKl78Xga/rvM=,0.997593,high,4628
ZD3dSZ+zOMzPjh9m2OPRsKzdSk8xGaSMErJOwNxmmb0=,0.997593,high,4629
iAV3BQlYHV/5knG1RGydflwcg1E8HQq7QCtXYGf0L+4=,0.997593,high,4630
e5VN670yWIzwRC18BRFmjv8QSDgBMaNrfy9qVWb6qrI=,0.997593,high,4631
np1YWE+0jbXjS8cCMgGlq60CyXc2B+O6VEsfooY2o/Y=,0.997592,high,4632
UUOrKLWjN/miC5euuJIEgM6a/StkDp2MmzAVNk7npr4=,0.997592,high,4633
jw1WJqLFc6JtxovFkS6qLpG9FpnSNS0QAhgubp89Suo=,0.997591,high,4634
PsKu++CaH211hqAN8bRNxxqBs3pxjQBr2oS7Eyl40lQ=,0.997591,high,4635
bIPkUZlX0Ebfom5Huy9OQAykhdgCvG4KBJsK7x3vGB0=,0.997591,high,4636
PPr2q9+pjgOEvGwP/NYkP6KFbA6f3J/96Iezp7pWE9g=,0.99759,high,4637
nrP21PgifQEQhaXwe3q34XD7boksM3rWQ6qUBGMQfo0=,0.99759,high,4638
/vBIU+rtc6EX/OIQNiC3yVG0VmZP2FFTitk8g0XJLOQ=,0.997589,high,4639
Yaz6Vp0+GxDve8bc0g6BO+EP33DtWwojtyRLqGP9Uog=,0.997589,high,4640
FaGDMB+V5EaXKs2NJeXisf2w7W094QzNQPtXD0laE+E=,0.997589,high,4641
T3fDnlE+63sNZYMnP88wZ2Jzsxt05RPk/CHieDXdjvE=,0.997588,high,4642
aLQXMQV74qQyhm5fBykTGsCAlcT6uvf1RgkPOVBXOxo=,0.997588,high,4643
zIM7eND/4pqbxb0sEovcRO9APpsmer7N0EK+zqlvZPU=,0.997588,high,4644
yRcNHqwEmbI6xhBmRqCGpGbpsqlNveRwH097P93jFUk=,0.997587,high,4645
hYU/v+hpG/99R1a09n8tmVt43yljnRs0WX+FdoHNfGM=,0.997587,high,4646
XqKNDONfJ9OcZPLC8+/pedw/SUWbOfSOhDwS9dUSuJA=,0.997586,high,4647
u89P0efJNae7OS7sfJus9MFEM+ISwYwn+spPqJr5L80=,0.997585,high,4648
pqQ/Jvyh/EAlmQqAQhuuppwQnwvoBoUpoVOY7/Lz9S0=,0.997585,high,4649
UVEYuIMVfx/SfUcn0TfH6gF5L7j8P1/BtdHatuEh8Wo=,0.997584,high,4650
xmoOjvmZN4jpo0HFCUrPJkmx89zjwn5Kqjknb3Q+Iv0=,0.997583,high,4651
UbyocduIOxhd9iNxzMi9ndQ8TczSajPxjeqg4cTzqMA=,0.997582,high,4652
ocVjJKfOPLmaX96NS859qwS2h4eTAX8zz9bAZlCJbz4=,0.997582,high,4653
FbH+fMEV0aNCG16UH2s1LaK27lJo+GVeA2GEme20jWI=,0.997581,high,4654
e9qlRbYnQdzMIbFNYpk7oREYR/F7afCkf0BgP/YXKiE=,0.997581,high,4655
qUvw4vh6naEc3nUvCtG9s+2dxWvXHOvPLElmd/WofCw=,0.997581,high,4656
7Kp0OP79h7tlwQdwF1N3+Hnb0dRuTJ3ykfh6UBWzFz0=,0.99758,high,4657
iruz7jvzCGNRvZ6/NfsVs0rBIqaCl3ZbjOWQQwlcHO8=,0.99758,high,4658
hmBfbYFsN5rCmurWWzqqWxXVcjH5n4sF7bCX9cOTso8=,0.997579,high,4659
xcWKFkmv9+nPDEBi6kOX4Osf2m1bepzWcN+bZhJvpPE=,0.997579,high,4660
4X10kh01EWtzjaY7FMlVr/kNlh9BerbafXDlTSsEciw=,0.997578,high,4661
kXY5CdJI0WiW2lBhp8BdCDRdDXk3GzGRcZWCDwIXrgA=,0.997578,high,4662
OafJUZw5OKT+KassqNlG9Uo9mIyLSkQ19f9D4/UgPpE=,0.997577,high,4663
SiSQ33EQvfW6mZyn+pYwff6JHrILURrgwmZHGSm63pQ=,0.997577,high,4664
1rFNYx2hOM1/WRkrRfpr8xRvuUGWRxBGgEhHI1XNF4Q=,0.997576,high,4665
WLUXusbxf3oyLNX5KvCxSbpTEMSr78J9nGEb+SWYluo=,0.997576,high,4666
RmtWN013V7bL658r5hQ2w+4kmGq22NU+4EDUsdaTRIY=,0.997575,high,4667
kJ6d5N8GP4aBH8OBhdabHc1AhKTaQILNbkTDvEQnaE4=,0.997575,high,4668
wtnEiGNfSJ5kTcEf6yQBYhGaze7/rg7MbLGmihc3uUk=,0.997575,high,4669
pQZ4t0dAMNKxaL+ysH1RKfQWMtBetf+rEri4bOagt/g=,0.997575,high,4670
YOeFN6MqIx8Fu3BVTuM8oljtp/dntaSAPgGXcWzeSBE=,0.997575,high,4671
6o+N45028yoXdL0G73ees1AEAotqcYG5RsmlTdbeWXo=,0.997575,high,4672
18MMDDUtNFHbRewhiFL0RYyd5UKdUniec2LijwNkfZ0=,0.997575,high,4673
IF11Hm3mkDhU0GeVwXbrP+PyQ20Xq59C2qfj6y+4b3o=,0.997574,high,4674
KjE0nyVwb2DFNyyhTY5MPxLnMKX3IwuvRqYl52/ELyY=,0.997572,high,4675
2v1LlCeWVF2sRp1pCkM5O02vbAS2oCQssgg5adpHXbA=,0.997572,high,4676
pvufm7TXCyiYtGdhr/s3IHSNdz/zTwgioBSep03/Beg=,0.997572,high,4677
zH5g23NaJpwEIg24u8pM3SQ+H2BOSHDdEgEhq0Qy1aw=,0.997572,high,4678
ptJrO2x1bUg54fo7X51J/2kofVKuUga59xyiLwCJ5Io=,0.997571,high,4679
QvEAuJamQ3zJJoffhWz1Y5d5x5F8TWnM7r1/pFFYWGI=,0.99757,high,4680
0nhBGehuqa1gHzh3rM0ocQy1y8nwpgkhVLFuhyJqkGw=,0.997569,high,4681
Y4Wv85jl00dx9vBLZIpDSSSrsjJooxCNM8kNmrAT9Yw=,0.997569,high,4682
/K4SY772hvBiNCO6zxc0Pfg4og8vKxEqGNk2xRXuWfI=,0.997568,high,4683
daDNpANBq1WDiJc2UdyX4cU0BfigJOb0asNUI4gV0Xo=,0.997568,high,4684
8triI5Gs/6xh+ELQI84PVRSAvkkbYOa6h148tm+dnqA=,0.997568,high,4685
HWHlFx6Vul8cDbm+XVykyF3ri+AGVU9MHRjDsJ1MZh4=,0.997568,high,4686
M5CJpt0oReOpiUJm9OgtrY8YyxfGBz/yiIFmYfynTe8=,0.997568,high,4687
TeU2CGgisNIGKmuhm7vUpJu3t3dyC1HXSHSuDi2GjtI=,0.997567,high,4688
o7+snxgTL/qnPgyyEMAB1lGLbmHjtC6vF/6Au4OmYa8=,0.997567,high,4689
lnXWxTcnTBtRaB76eU+EoRJTu5EX4lv4EYVPZoMXClc=,0.997567,high,4690
acAwIeUGt55pHAMR5wgq7cPJdJtniCWJTNL4O4V6P14=,0.997567,high,4691
oGAX2c/PPxka0hf4igktEEjRwn6Rp2hU4wWsZw8gJ08=,0.997566,high,4692
JKfK+YptswOZoKteQlB/Ov8/70UVTF7h3io0WF9rRKU=,0.997566,high,4693
YNgt8adfj5smvPAKg1pcLBrRLMkrpv0kK5CDnTJ3504=,0.997566,high,4694
ZQa1/2XjqvEVLS/VsxWAoxL5KMeYYGe+M6efjDuC/10=,0.997565,high,4695
vJVlE7ruyak3NB7TzkSq0jxegM067phzXwdhp+K4wNM=,0.997564,high,4696
F3FjtYi4y69PmSTtytY/lg3G9+OXCe0BPQlvzZca29I=,0.997564,high,4697
GsjgE5ALq2td4pKgg5VzS3lYY+ttCsXmTngGV7l0/jI=,0.997564,high,4698
LPYVXmopN0iRpvaZ0alGv8FmKxKs01+xEX1rNsJItKE=,0.997563,high,4699
O0KZqQmlQPZkQaq71AQtmHPRSqvrgPu+JwFod2TKXf4=,0.997563,high,4700
y8GnqN+FtuiSN+ILNU79/lg/dIwpUUVfB3Yje+D5h3M=,0.997562,high,4701
Qb06J28S2FEPmuil0bA6of/8mUSbU0Mi8fN88/JrgX0=,0.997562,high,4702
K2EL8QlD1Z1A3PRtVSr5RsxTWW+/ZKOwvwOcQqe/lPc=,0.997561,high,4703
5+AaeimaFyEA/DjH3pTf6e6QYvZpQ6BlWj6zUJJerK4=,0.99756,high,4704
20OBDb8tIbuz7KM2IHTpvJeMnD6l6h2zlR/Kzdu8VkE=,0.99756,high,4705
u1cspZ2pX4cWsLZQI3c5xtFc8eW0TG5JJGYftz76kGY=,0.99756,high,4706
ThAxmQmb5sWC/iS/orfnpQS+ADi0w7EqM6rh0iV00us=,0.99756,high,4707
G9iGQNVnOKZArD/W6rYeFZyO8wQb4nLFpsxXVOm8tX8=,0.99756,high,4708
03DfhNVl1AlVxYj56rdKvjrBlcBmBWwdXJtbhfs0iTk=,0.997559,high,4709
9Yn7PmpKXzqAGyDRbRtvccQqBov9lD+IZhXwbS0FEng=,0.997559,high,4710
ZE9s7u++FSd0L+qXfwXaE1CDWWVsgptt9bjczE/GJUI=,0.997559,high,4711
QIl3yDHjCRTb91Js2tsMWtNkHmApZNVYPvaxWphOw90=,0.997559,high,4712
8Qipn8swv/jIOA4auvHyDf3Nwcx+bE8qTxa7dQ9vMHE=,0.997559,high,4713
iuBlbpXW0tq1Gbt2lZQS9fSTx4D1twlOUzkoNQv+0d4=,0.997558,high,4714
Rv/9PBjrDJLIs4kOK8kC7Xo3glpH5jCKpW3wyvcydY8=,0.997557,high,4715
bETL29GOPsyj2uI6h0VatgtFo6cD0LvLUNe2GIagkcs=,0.997557,high,4716
OQnVDdZhDvKPR9uEJ6np4RfoHrrKjA2e7FYpUv9aCGg=,0.997556,high,4717
eZMsfFvEPGWd4KCZe8LlqV+qgDCcmcDmecmz3VWpcQE=,0.997556,high,4718
rhi1dYECB/pZMKIeDSc1DDRuUjvNvGvQ3fZBShfYn3c=,0.997556,high,4719
b7WcX9vM1AEOR8sgto8h37ogLGDCcYQQDzRafzYHLnM=,0.997555,high,4720
tRnlCt05pWzq4+c0/mI+ngF1e+1748wDeNhaG6dcoVk=,0.997555,high,4721
EpQV7ZWSlMntjLzUuPdMdHoSwPENawCVR+hoTfiXmQo=,0.997555,high,4722
kj2kCe7XKt9GCVXnp9QESjq5SFlraY5W9/hEfqB9HHk=,0.997555,high,4723
zvxekJ+alL5+8NpW/RZtNNEEuZLAqjxkPVBBYh8S41E=,0.997555,high,4724
EzcnmFtOzgXlNDBPSuFqUineHaD4+hWbqJNR2p6c1ow=,0.997554,high,4725
C4h4aGsVY+RLoixNnU56ZtVuTwerVJJa7u1sPV5oCxo=,0.997554,high,4726
5MP77JYUl90SPByAW4wEDIv+/JD1zs1MQJUwhdoPsxo=,0.997554,high,4727
LQIEV1CQ98oKLKJNEbuhCf8icBXlcmS4P2M3T1wIBJY=,0.997553,high,4728
stXZVq2UX7DhjFME+9+aaeT+7f+PSsYYpqoJQ/gTNx8=,0.997552,high,4729
Wz930hPDp4RZ8yG12cqkIibC1FD9bZn/rAWtU7xbZMA=,0.997552,high,4730
kbqIcOHYby6iHXTh2sFoy+VHQqlq9wete8/lYUY4BdA=,0.997552,high,4731
0qHN4sdh74PTNmF9aKBoCM8RIgXhGXgBx9kG4bIefTI=,0.997552,high,4732
ilrVCXX6eJOE9luOzp9qMx8ReBO2hKmZub9S+rUSi9E=,0.997551,high,4733
P2gPKBbKZgbAb7H/6RCjEoHXrSvA5HahlIkwmmARIxM=,0.997551,high,4734
/KEPdDtGiO9aH/YedpRipACq1BBE9+z1xbl3N0KIi8A=,0.99755,high,4735
RIf1Z81hRQyvv6KhnvM+ecf+LGxtzZ3aeQ77B1c18VE=,0.99755,high,4736
H8mXfMAP3aXPWezmTFIxlPaTzXhAMRV7IBk+SgCKrHE=,0.997548,high,4737
wbmKpk1nNB6VFWvBdhTDiAjp89S5TrQPbnIlrMwLamM=,0.997548,high,4738
NFA/vQQ8fvxc6FAOc/WpvGNvxprGpmemcSLLR3kUq6k=,0.997548,high,4739
6VbXMvpM3w3V9BOKENHB2oDGRyOLQUEHS/mj9/+zsEk=,0.997548,high,4740
S43cFJ1AuR6m5jE85zrzV/bitIn7rfUatkxXRnOe2l0=,0.997547,high,4741
kfRAbAziyUeiydOBi2Z6K1EXgUFNk2ihzsazvRl4GtY=,0.997547,high,4742
HLPpv1OAJyW26e5KbRB5Y7rNBC4ZrlOwHb5EnZnFzUA=,0.997546,high,4743
eqUyGyIXuyAgLgr13KA7iR9gjn6l/8kRZLr2nyV1/4A=,0.997545,high,4744
LZv3k/IGUkYxVivK7R2vw3Hq1mlOEhAp3bXZiyqI2Ns=,0.997545,high,4745
S5IADKjNKl8pwFxXCXt1CXdyAYgk8ggaOTgpwmYGeVk=,0.997545,high,4746
1vkS8pvji/GtQk9nR6QSsE5wPG3KNWpCdZy54ZMyios=,0.997545,high,4747
mLSAyOKJvOVMdu3Qu6LW19uDvcBfyTCAQmkfEFUPU0s=,0.997545,high,4748
D/Ky/H7JT77Kd2hplTHnMqkU/zNI1ziOjwpzGY+JrNs=,0.997544,high,4749
lT2Tz0yJ5Cu4vvrVtgbubtA9b6PjVstEWXgcdFFlHBo=,0.997544,high,4750
4rL8ADXaXZXusx7BNWafvzd2ErmQ1tlBGmdyIKO5SQc=,0.997544,high,4751
efksieU9qjxhOt9wh8Rn+uGNTtnTJR9BaLISFKzaqyE=,0.997544,high,4752
sRMdCYmiC7nKRw9XrMgzdUmo9xpfE+BOy3OKHrbWNbU=,0.997543,high,4753
3FNY5/IDplbreYtC+AkdR3sQvS16XNVZuDwxrmObKEM=,0.997543,high,4754
XgvETY39M6lpTJe9QNM5GijlK1OjlVdgAgML9q/L7kg=,0.997542,high,4755
KbEqhaaKgh/GuMkWnN3tXQQxJ5uYLaP0sam396BpVWs=,0.997542,high,4756
b5g3JUDoehifdundFsuUtRChuMH+Ve6WotzIDxV5eMY=,0.997542,high,4757
Ga2/GCMQivRK44Jtvyd00UHVZZuwV0iHjEouYL3MS/M=,0.997542,high,4758
nSZg5oMzTKt+asjEtXj1sKIz2ktTVJUeEjcObWQED8I=,0.997541,high,4759
dgnWUmbQ0Pqm+BxVWNjFmVOd6rRVXs/pn4c8P42QzBw=,0.997541,high,4760
C1jje3iL4t3NgxzB7rUhVvvp9rfp51i+F9XASUdeJSk=,0.99754,high,4761
lhAgLlvH2JWFX+/cQmL3aHIROVsQg5U9Um6ej28/bXg=,0.99754,high,4762
ybesWDx5eoULjrHC3Cgtkfr9KwA04kjLsQN5BgEBld8=,0.99754,high,4763
CpMOlaq+Bd1AVou/Ga/+F/xWnBJOTUR6Sc4nl3Vni44=,0.997539,high,4764
0GfME0FnK9lpnf3/YTkoP8/GjCO5fyoCQ7sayAsYqQU=,0.997538,high,4765
Ikc2mpUUI+IkvG26zoI14OQRFmA0MS4f3t5Vrs5QM4g=,0.997538,high,4766
8Ki1uCYv2t/NdUtq9Mj/wev/f1mzz22WgG63ze8WFaU=,0.997537,high,4767
yuGzIJNw+dtfWy4oHIssya2FFuDENmARdV1bgbGtV4w=,0.997537,high,4768
8MGd5VIIDMUmE2nc4szB9JYwoSjI8vC7lPrBrpS8XOI=,0.997537,high,4769
JewTxfdmACmG5XslmhOvO3L3YOUwSdoiFuEmKcgvXC8=,0.997536,high,4770
b5cGa048JZdyNS10aPvy48oBhnAp+dt+xB5xoxR2x2s=,0.997536,high,4771
TDVJCFXwXd6Z8jLPG5KQ+iQXnWuQ/B8+dEFApouGrpQ=,0.997535,high,4772
1uloEVtRZu01hP1MBl03PW+Fbmwu3UYOLrBHt8WTpsY=,0.997535,high,4773
UeBBh7T9iVuEgrmxPPHLxxhYijaRUZQr6ScLXQo/ZmA=,0.997534,high,4774
GC8GoAQd4xd+SwX3Odvqyio4HB8geqwrgegCjh9rAqE=,0.997534,high,4775
DaqFdzi5mogXskSBm7NC52cz7xBgbQP7C8TkXIYdBBQ=,0.997534,high,4776
BoqZSz1AMV0JKZ+Tou09Qp1H9+Rn2K09fCKtYiu7swQ=,0.997533,high,4777
UpS2Lan0XP8GfdGmdmhsYR8yAWPmpEkRYKKkxrAO6JI=,0.997533,high,4778
H4VLOOzuV98P9wJtD47Dw6Uv5c5xmJmtwvL3g+Oja/4=,0.997532,high,4779
CvVL9yGOA2NsBAa8XAbCKvcBcuRSSi6NndEg0nuGKEw=,0.997531,high,4780
pEzvLetbu8+pB9cYLSzVacKmyyJYAFzhSFtrnMrJPJU=,0.99753,high,4781
vpwh/Hhc7JyhXdMyObvvysZSGRS5S8eo+p9MRKCqRh8=,0.997529,high,4782
j9ImP+KEsyLsleprfzaVvAYi0ZDqRT037A+MTXMyxXM=,0.997527,high,4783
ps+maXT9W7rmkzvZw1F9l5k/SYtIoXoS5TLm4lP/Y3Y=,0.997527,high,4784
Aq0yQ7wcaOG60khZix5LbFR0fsEcqVv3e+lPemFcIgI=,0.997527,high,4785
xMz+nLlDoC663ycZxoxQcrI83FeAobvw1WSVVEf97ic=,0.997526,high,4786
tKV8J3q7DZWf+K+WK9eO5joQ9bZxZxpRxIF4kpRvpus=,0.997526,high,4787
4z0IpuPdqHyN4WRdSsHqq0VEY/w1P7CycoDeP1DRwgA=,0.997526,high,4788
K180nh5MlG4xwT+bxWkkoG7F3UF1Ee5aXXGPOuHelvg=,0.997526,high,4789
a43AlfJY5BuFIKdXR1+SvcvzfvpNWDexol+209YVhWo=,0.997525,high,4790
fBGhj/X8CbpXKLz31no5vvn8kMFKz9TNDM5xuLuEp6o=,0.997525,high,4791
0kvjmCgorb4HwdIa22E17Rng3yaj8n3e3p5brCZbnvc=,0.997525,high,4792
awK4/VjxLu+ZMofdsMZy9TbfblZBBGYqWxWBsId/w4s=,0.997524,high,4793
sqaWgylAC4rovqB1JdjZ8n/kjLdiZX7EWk/LQn4MhvQ=,0.997524,high,4794
X736O4+jDafdvAJpcwWEdsB/lEi/QJ4RwXWdEzq0xB8=,0.997524,high,4795
fD88yu5bAvYcQlvc5/oYrsiWk1yX0+3djfAjToXQtTM=,0.997523,high,4796
pRyG1J68aQFOwkG+Kms0GUCjM4inYK10OJZAL/XeqEQ=,0.997522,high,4797
6faVMzQLagvyNHasUutMX1MlOOix3fKt2PFH7XKxAxw=,0.997522,high,4798
m4nk7+MwMcEfqA6fSHUIe3QDp82mSJPjmGB2R2C3Uvc=,0.997522,high,4799
RqkmfsaQMQyB7KF9AxOd0xgy/Zx6Sq2poj8JGzT7uew=,0.997522,high,4800
j3f2GjCHQrNoBmQvgZukqRfZO5vC+WeWrh6j5f8NMXI=,0.997521,high,4801
Ky6VapGbXDlofKxQvdbSorv+AJgccoiMBV2atb2uqio=,0.997521,high,4802
pBLmqCWpPaH9cYiwfFrxlPMUGtS336dFI0oZqfygw6s=,0.99752,high,4803
OXwcKXFIeXZh9ay0YXBkHdN7OjgEO8Q3pdUFeK1F3Do=,0.997519,high,4804
umHre3dAqMW/NfT1aspBv8sWbwvEa6CuhRiNyLrgOho=,0.997519,high,4805
ewdwC7Az1ECEDEU88ZfOH+22aMQVURpkMGpBmybzRqE=,0.997518,high,4806
quwblmMXJFCoszAh7mNFd2JM6BtecxY+nQ/+l5KsA7s=,0.997518,high,4807
5PcAUr2NWKWr4bwgliPPW/rDwB5SGSGPFN2TmRNHVPY=,0.997518,high,4808
bLlGeHwquJgelAtdlyDYsTMMpjZ8c5UAVFcajeqpqXk=,0.997518,high,4809
n1bZ0q8oNdbciNqSvDkTt26vz5EI31OwnpYpN6O2Wak=,0.997517,high,4810
3yWTXeV6+i3EuMr7PpC9bg4XjaqCk55Vwwnmsy4sgW8=,0.997516,high,4811
ET9dwSWNAOsOyRfeuJllViKt6U6P/kI7BkyPYlr1czc=,0.997516,high,4812
yo/dTskgH1IHRhNmU/2myaLFkvSSAEONQkuJ64TjqwM=,0.997516,high,4813
6D3gYIrVrAm2ESDPVUDjw60FIo0mtihb9hrqA67EULE=,0.997515,high,4814
LVU6JwoAPdevXNTJkETgLohCBjd8uf9HxZAUvaRchUU=,0.997515,high,4815
Gm4DMdajsBUmukzY7+Mcf8dIxyArLtR+ksO/qXWKY/8=,0.997515,high,4816
ndzN9XRf/9LXoFmmTai9eMxg/QqxNW9blt8dyQNa10A=,0.997515,high,4817
